Interaction:  b_gam_189(X)^(*)  AntiPart b_del_184(X)  to  e_eps_85(X)  AntiPart e_eta_152(X)^(*) : Vertex V_0:e(X_3), AntiPart e(X_4),  OffShell A(V_0), Vertex V_1:b(X_1), AntiPart b(X_2),  OffShell A(V_1), : -1/6*i*e^2*gamma_{+%\tau_327,%gam_186,%del_182}*gamma_{%\tau_327,%gam_187,%eps_82}*b_{k_71,%eps_82}(p_1)_u*b_{l_71,%gam_187}(p_2)_v^(*)*e_{i_73,%gam_186}(p_3)_u^(*)*e_{j_73,%del_182}(p_4)_v/(m_b^2 + s_12 + 1/2*reg_prop) : 1/36*e^4*(16*m_b^2*m_e^2 + 8*m_e^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_b^2*s_34)*(m_b^2 + s_12 + 1/2*reg_prop)^(-2)
Interaction:  OffShell b_gam_80448(X)^(*)  AntiPart b_del_56902(X)  to  A_\tau_116081(X)  AntiPart OffShell A_\tau_117573(X) : Vertex V_1:AntiPart b(X_2), A(X_3), AntiPart  OffShell b(V_1), Vertex V_0: OffShell b(X_1),  OffShell A(X_4),  OffShell b(V_0), : -1/9*i*e^2*(p_2_%\tau_117534*gamma_{%\tau_117532,%gam_83456,%gam_83457}*A_{i_32355,+%\tau_117534}(p_3)^(*)*A_{j_32355,+%\tau_117532}(p_4)^(*)*b_{k_32353,%gam_83457}(p_1)_u*b_{l_32353,%gam_83456}(p_2)_v^(*) + -1/2*p_3_%\lambda_88009*gamma_{+%\lambda_88009,%gam_83497,%gam_83498}*gamma_{%\tau_117532,%gam_83498,%gam_83462}*gamma_{%\tau_117534,%gam_83461,%gam_83497}*A_{i_32355,+%\tau_117534}(p_3)^(*)*A_{j_32355,+%\tau_117532}(p_4)^(*)*b_{k_32353,%gam_83462}(p_1)_u*b_{l_32353,%gam_83461}(p_2)_v^(*))/(s_23 + -1/2*reg_prop) : 1/81*e^4*s_13*s_23*(s_23 + -1/2*reg_prop)^(-2) + 2/81*i*e^2*(i*e^2*m_b^2*(m_b^2 + 1/2*s_12)/(s_23 + -1/2*reg_prop) + -1/2*i*e^2*m_b^2*(s_13 + 2*s_23)/(s_23 + -1/2*reg_prop))/(s_23 + -1/2*reg_prop)
Interaction:  OffShell b_gam_80448(X)^(*)  AntiPart b_del_56902(X)  to  OffShell A_\nu_85502(X)  A_\rho_85824(X) : Vertex V_0:AntiPart b(X_2),  OffShell A(X_3), AntiPart  OffShell b(V_0), Vertex V_1: OffShell b(X_1), A(X_4),  OffShell b(V_1), : -1/9*i*e^2*(p_2_%\tau_118056*gamma_{%\tau_118058,%gam_84416,%gam_84417}*A_{j_32385,+%\tau_118058}(p_4)^(*)*A_{i_32385,+%\tau_118056}(p_3)^(*)*b_{l_32383,%gam_84416}(p_2)_v^(*)*b_{k_32383,%gam_84417}(p_1)_u + -1/2*p_3_%\nu_85477*gamma_{+%\nu_85477,%gam_84472,%gam_84473}*gamma_{%\tau_118056,%gam_84421,%gam_84472}*gamma_{%\tau_118058,%gam_84473,%gam_84422}*A_{j_32385,+%\tau_118058}(p_4)^(*)*A_{i_32385,+%\tau_118056}(p_3)^(*)*b_{l_32383,%gam_84421}(p_2)_v^(*)*b_{k_32383,%gam_84422}(p_1)_u)/(s_23 + -1/2*s_33 + -1/2*reg_prop) : 1/81*e^4*(s_13*s_23 + (-2)*m_b^2*s_33 + -1/2*s_12*s_33)*(s_23 + -1/2*s_33 + -1/2*reg_prop)^(-2) + 2/81*i*e^2*(i*e^2*m_b^2*(m_b^2 + 1/2*s_12)/(s_23 + -1/2*s_33 + -1/2*reg_prop) + -1/2*i*e^2*m_b^2*(s_13 + 2*s_23)/(s_23 + -1/2*s_33 + -1/2*reg_prop))/(s_23 + -1/2*s_33 + -1/2*reg_prop)
Interaction:  OffShell b_gam_80448(X)^(*)  AntiPart b_del_56902(X)  to  OffShell A_\nu_85502(X)  A_\rho_85824(X) : Vertex V_0:AntiPart b(X_2), A(X_4), AntiPart  OffShell b(V_0), Vertex V_1: OffShell b(X_1),  OffShell A(X_3),  OffShell b(V_1), : 1/9*i*e^2*(p_1_%\mu_86171*gamma_{+%\mu_86171,%gam_84585,%gam_84586}*gamma_{%\tau_118107,%gam_84507,%gam_84585}*gamma_{%\tau_118109,%gam_84586,%gam_84508}*A_{j_32385,+%\tau_118107}(p_4)^(*)*A_{i_32385,+%\tau_118109}(p_3)^(*)*b_{l_32383,%gam_84507}(p_2)_v^(*)*b_{k_32383,%gam_84508}(p_1)_u + -p_3_%\mu_86171*gamma_{+%\mu_86171,%gam_84587,%gam_84588}*gamma_{%\tau_118107,%gam_84511,%gam_84587}*gamma_{%\tau_118109,%gam_84588,%gam_84512}*A_{j_32385,+%\tau_118107}(p_4)^(*)*A_{i_32385,+%\tau_118109}(p_3)^(*)*b_{l_32383,%gam_84511}(p_2)_v^(*)*b_{k_32383,%gam_84512}(p_1)_u + m_b*gamma_{%\tau_118107,%gam_84515,%gam_84589}*gamma_{%\tau_118109,%gam_84589,%gam_84516}*A_{j_32385,+%\tau_118107}(p_4)^(*)*A_{i_32385,+%\tau_118109}(p_3)^(*)*b_{l_32383,%gam_84515}(p_2)_v^(*)*b_{k_32383,%gam_84516}(p_1)_u)/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop) : -1/648*e^4*s_11*(64*m_b^2 + (-16)*s_12)*(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop)^(-2) + -8/81*i*e^2*m_b*(i*e^2*m_b*(s_11 + -s_12)/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop) + -i*e^2*m_b*(m_b^2 + -1/4*s_12)/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop))/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop) + 8/81*i*e^2*(i*e^2*m_b^2*(s_13 + -s_23)/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop) + (-2)*i*e^2*(m_b^2*s_13 + -1/4*s_11*s_23)/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop) + -1/2*i*e^2*(s_13*s_23 + (-2)*m_b^2*s_33 + -1/2*s_12*s_33)/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop))/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop)
Interaction:  OffShell b_gam_80448(X)^(*)  AntiPart b_del_56902(X)  to  OffShell A_\nu_85502(X)  OffShell A_\tau_118618(X) : Vertex V_0:AntiPart b(X_2),  OffShell A(X_3), AntiPart  OffShell b(V_0), Vertex V_1: OffShell b(X_1),  OffShell A(X_4),  OffShell b(V_1), : -1/9*i*e^2*(p_2_%\tau_118513*gamma_{%\tau_118515,%gam_85497,%gam_85498}*A_{j_32415,+%\tau_118515}(p_4)^(*)*A_{i_32415,+%\tau_118513}(p_3)^(*)*b_{k_32413,%gam_85498}(p_1)_u*b_{l_32413,%gam_85497}(p_2)_v^(*) + -1/2*p_3_%\tau_118517*gamma_{%\tau_118513,%gam_85502,%gam_85550}*gamma_{%\tau_118515,%gam_85551,%gam_85503}*gamma_{+%\tau_118517,%gam_85550,%gam_85551}*A_{j_32415,+%\tau_118515}(p_4)^(*)*A_{i_32415,+%\tau_118513}(p_3)^(*)*b_{k_32413,%gam_85503}(p_1)_u*b_{l_32413,%gam_85502}(p_2)_v^(*))/(s_23 + -1/2*s_33 + -1/2*reg_prop) : 1/81*e^4*(s_13*s_23 + (-2)*m_b^2*s_33 + -1/2*s_12*s_33)*(s_23 + -1/2*s_33 + -1/2*reg_prop)^(-2) + 2/81*i*e^2*(i*e^2*m_b^2*(m_b^2 + 1/2*s_12)/(s_23 + -1/2*s_33 + -1/2*reg_prop) + -1/2*i*e^2*m_b^2*(s_13 + 2*s_23)/(s_23 + -1/2*s_33 + -1/2*reg_prop))/(s_23 + -1/2*s_33 + -1/2*reg_prop)
Interaction:  OffShell b_gam_80448(X)^(*)  AntiPart b_del_56902(X)  to  OffShell A_\nu_85502(X)  OffShell A_\tau_118618(X) : Vertex V_0:AntiPart b(X_2),  OffShell A(X_4), AntiPart  OffShell b(V_0), Vertex V_1: OffShell b(X_1),  OffShell A(X_3),  OffShell b(V_1), : 1/9*i*e^2*(p_1_%\lambda_88186*gamma_{+%\lambda_88186,%gam_85663,%gam_85664}*gamma_{%\tau_118572,%gam_85585,%gam_85663}*gamma_{%\tau_118574,%gam_85664,%gam_85586}*A_{j_32415,+%\tau_118572}(p_4)^(*)*A_{i_32415,+%\tau_118574}(p_3)^(*)*b_{k_32413,%gam_85586}(p_1)_u*b_{l_32413,%gam_85585}(p_2)_v^(*) + -p_3_%\lambda_88186*gamma_{+%\lambda_88186,%gam_85665,%gam_85666}*gamma_{%\tau_118572,%gam_85589,%gam_85665}*gamma_{%\tau_118574,%gam_85666,%gam_85590}*A_{j_32415,+%\tau_118572}(p_4)^(*)*A_{i_32415,+%\tau_118574}(p_3)^(*)*b_{k_32413,%gam_85590}(p_1)_u*b_{l_32413,%gam_85589}(p_2)_v^(*) + m_b*gamma_{%\tau_118572,%gam_85593,%gam_85667}*gamma_{%\tau_118574,%gam_85667,%gam_85594}*A_{j_32415,+%\tau_118572}(p_4)^(*)*A_{i_32415,+%\tau_118574}(p_3)^(*)*b_{k_32413,%gam_85594}(p_1)_u*b_{l_32413,%gam_85593}(p_2)_v^(*))/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop) : -1/648*e^4*s_11*(64*m_b^2 + (-16)*s_12)*(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop)^(-2) + -8/81*i*e^2*m_b*(i*e^2*m_b*(s_11 + -s_12)/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop) + -i*e^2*m_b*(m_b^2 + -1/4*s_12)/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop))/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop) + 8/81*i*e^2*(i*e^2*m_b^2*(s_13 + -s_23)/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop) + (-2)*i*e^2*(m_b^2*s_13 + -1/4*s_11*s_23)/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop) + -1/2*i*e^2*(s_13*s_23 + (-2)*m_b^2*s_33 + -1/2*s_12*s_33)/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop))/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop)
Interaction:  OffShell b_gam_80448(X)^(*)  AntiPart b_del_56902(X)  to  OffShell A_\nu_85502(X)  AntiPart A_\mu_86437(X) : Vertex V_0:AntiPart b(X_2), A(X_4), AntiPart  OffShell b(V_0), Vertex V_1: OffShell b(X_1),  OffShell A(X_3),  OffShell b(V_1), : 1/9*i*e^2*(p_1_%\mu_86413*gamma_{+%\mu_86413,%gam_86635,%gam_86636}*gamma_{%\tau_119022,%gam_86557,%gam_86635}*gamma_{%\tau_119024,%gam_86636,%gam_86558}*A_{i_32445,+%\tau_119024}(p_3)^(*)*A_{j_32445,+%\tau_119022}(p_4)^(*)*b_{l_32443,%gam_86557}(p_2)_v^(*)*b_{k_32443,%gam_86558}(p_1)_u + -p_3_%\mu_86413*gamma_{+%\mu_86413,%gam_86637,%gam_86638}*gamma_{%\tau_119022,%gam_86561,%gam_86637}*gamma_{%\tau_119024,%gam_86638,%gam_86562}*A_{i_32445,+%\tau_119024}(p_3)^(*)*A_{j_32445,+%\tau_119022}(p_4)^(*)*b_{l_32443,%gam_86561}(p_2)_v^(*)*b_{k_32443,%gam_86562}(p_1)_u + m_b*gamma_{%\tau_119022,%gam_86565,%gam_86639}*gamma_{%\tau_119024,%gam_86639,%gam_86566}*A_{i_32445,+%\tau_119024}(p_3)^(*)*A_{j_32445,+%\tau_119022}(p_4)^(*)*b_{l_32443,%gam_86565}(p_2)_v^(*)*b_{k_32443,%gam_86566}(p_1)_u)/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop) : -1/648*e^4*s_11*(64*m_b^2 + (-16)*s_12)*(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop)^(-2) + -8/81*i*e^2*m_b*(i*e^2*m_b*(s_11 + -s_12)/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop) + -i*e^2*m_b*(m_b^2 + -1/4*s_12)/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop))/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop) + 8/81*i*e^2*(i*e^2*m_b^2*(s_13 + -s_23)/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop) + (-2)*i*e^2*(m_b^2*s_13 + -1/4*s_11*s_23)/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop) + -1/2*i*e^2*(s_13*s_23 + (-2)*m_b^2*s_33 + -1/2*s_12*s_33)/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop))/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop)
Interaction:  OffShell b_gam_80448(X)^(*)  AntiPart b_del_56902(X)  to  OffShell A_\nu_85502(X)  AntiPart A_\mu_86437(X) : Vertex V_0:AntiPart b(X_2),  OffShell A(X_3), AntiPart  OffShell b(V_0), Vertex V_1: OffShell b(X_1), A(X_4),  OffShell b(V_1), : -1/9*i*e^2*(p_2_%\tau_119072*gamma_{%\tau_119074,%gam_86675,%gam_86676}*A_{i_32445,+%\tau_119072}(p_3)^(*)*A_{j_32445,+%\tau_119074}(p_4)^(*)*b_{l_32443,%gam_86675}(p_2)_v^(*)*b_{k_32443,%gam_86676}(p_1)_u + -1/2*p_3_%\tau_119076*gamma_{%\tau_119072,%gam_86680,%gam_86728}*gamma_{%\tau_119074,%gam_86729,%gam_86681}*gamma_{+%\tau_119076,%gam_86728,%gam_86729}*A_{i_32445,+%\tau_119072}(p_3)^(*)*A_{j_32445,+%\tau_119074}(p_4)^(*)*b_{l_32443,%gam_86680}(p_2)_v^(*)*b_{k_32443,%gam_86681}(p_1)_u)/(s_23 + -1/2*s_33 + -1/2*reg_prop) : 1/81*e^4*(s_13*s_23 + (-2)*m_b^2*s_33 + -1/2*s_12*s_33)*(s_23 + -1/2*s_33 + -1/2*reg_prop)^(-2) + 2/81*i*e^2*(i*e^2*m_b^2*(m_b^2 + 1/2*s_12)/(s_23 + -1/2*s_33 + -1/2*reg_prop) + -1/2*i*e^2*m_b^2*(s_13 + 2*s_23)/(s_23 + -1/2*s_33 + -1/2*reg_prop))/(s_23 + -1/2*s_33 + -1/2*reg_prop)
Interaction:  OffShell b_gam_80448(X)^(*)  AntiPart b_del_56902(X)  to  OffShell A_\nu_85502(X)  AntiPart OffShell A_\nu_85799(X) : Vertex V_0:AntiPart b(X_2),  OffShell A(X_3), AntiPart  OffShell b(V_0), Vertex V_1: OffShell b(X_1),  OffShell A(X_4),  OffShell b(V_1), : -1/9*i*e^2*(p_2_%\tau_119524*gamma_{%\tau_119526,%gam_87620,%gam_87621}*A_{i_32475,+%\tau_119524}(p_3)^(*)*A_{j_32475,+%\tau_119526}(p_4)^(*)*b_{k_32473,%gam_87621}(p_1)_u*b_{l_32473,%gam_87620}(p_2)_v^(*) + -1/2*p_3_%\nu_85774*gamma_{+%\nu_85774,%gam_87676,%gam_87677}*gamma_{%\tau_119524,%gam_87625,%gam_87676}*gamma_{%\tau_119526,%gam_87677,%gam_87626}*A_{i_32475,+%\tau_119524}(p_3)^(*)*A_{j_32475,+%\tau_119526}(p_4)^(*)*b_{k_32473,%gam_87626}(p_1)_u*b_{l_32473,%gam_87625}(p_2)_v^(*))/(s_23 + -1/2*s_33 + -1/2*reg_prop) : 1/81*e^4*(s_13*s_23 + (-2)*m_b^2*s_33 + -1/2*s_12*s_33)*(s_23 + -1/2*s_33 + -1/2*reg_prop)^(-2) + 2/81*i*e^2*(i*e^2*m_b^2*(m_b^2 + 1/2*s_12)/(s_23 + -1/2*s_33 + -1/2*reg_prop) + -1/2*i*e^2*m_b^2*(s_13 + 2*s_23)/(s_23 + -1/2*s_33 + -1/2*reg_prop))/(s_23 + -1/2*s_33 + -1/2*reg_prop)
Interaction:  OffShell b_gam_80448(X)^(*)  AntiPart b_del_56902(X)  to  OffShell A_\nu_85502(X)  AntiPart OffShell A_\nu_85799(X) : Vertex V_0:AntiPart b(X_2),  OffShell A(X_4), AntiPart  OffShell b(V_0), Vertex V_1: OffShell b(X_1),  OffShell A(X_3),  OffShell b(V_1), : 1/9*i*e^2*(p_1_%\mu_86606*gamma_{+%\mu_86606,%gam_87789,%gam_87790}*gamma_{%\tau_119575,%gam_87711,%gam_87789}*gamma_{%\tau_119577,%gam_87790,%gam_87712}*A_{i_32475,+%\tau_119577}(p_3)^(*)*A_{j_32475,+%\tau_119575}(p_4)^(*)*b_{k_32473,%gam_87712}(p_1)_u*b_{l_32473,%gam_87711}(p_2)_v^(*) + -p_3_%\mu_86606*gamma_{+%\mu_86606,%gam_87791,%gam_87792}*gamma_{%\tau_119575,%gam_87715,%gam_87791}*gamma_{%\tau_119577,%gam_87792,%gam_87716}*A_{i_32475,+%\tau_119577}(p_3)^(*)*A_{j_32475,+%\tau_119575}(p_4)^(*)*b_{k_32473,%gam_87716}(p_1)_u*b_{l_32473,%gam_87715}(p_2)_v^(*) + m_b*gamma_{%\tau_119575,%gam_87719,%gam_87793}*gamma_{%\tau_119577,%gam_87793,%gam_87720}*A_{i_32475,+%\tau_119577}(p_3)^(*)*A_{j_32475,+%\tau_119575}(p_4)^(*)*b_{k_32473,%gam_87720}(p_1)_u*b_{l_32473,%gam_87719}(p_2)_v^(*))/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop) : -1/648*e^4*s_11*(64*m_b^2 + (-16)*s_12)*(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop)^(-2) + -8/81*i*e^2*m_b*(i*e^2*m_b*(s_11 + -s_12)/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop) + -i*e^2*m_b*(m_b^2 + -1/4*s_12)/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop))/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop) + 8/81*i*e^2*(i*e^2*m_b^2*(s_13 + -s_23)/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop) + (-2)*i*e^2*(m_b^2*s_13 + -1/4*s_11*s_23)/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop) + -1/2*i*e^2*(s_13*s_23 + (-2)*m_b^2*s_33 + -1/2*s_12*s_33)/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop))/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop)
Interaction:  OffShell b_gam_80448(X)^(*)  AntiPart b_del_56902(X)  to  AntiPart A_\sigma_86885(X)  A_\lambda_88517(X) : Vertex V_0:AntiPart b(X_2), A(X_4), AntiPart  OffShell b(V_0), Vertex V_1: OffShell b(X_1), A(X_3),  OffShell b(V_1), : 1/9*i*e^2*(p_1_%\sigma_86853*gamma_{+%\sigma_86853,%gam_88753,%gam_88754}*gamma_{%\tau_119981,%gam_88675,%gam_88753}*gamma_{%\tau_119983,%gam_88754,%gam_88676}*A_{j_32505,+%\tau_119981}(p_4)^(*)*A_{i_32505,+%\tau_119983}(p_3)^(*)*b_{k_32503,%gam_88676}(p_1)_u*b_{l_32503,%gam_88675}(p_2)_v^(*) + -p_3_%\sigma_86853*gamma_{+%\sigma_86853,%gam_88755,%gam_88756}*gamma_{%\tau_119981,%gam_88679,%gam_88755}*gamma_{%\tau_119983,%gam_88756,%gam_88680}*A_{j_32505,+%\tau_119981}(p_4)^(*)*A_{i_32505,+%\tau_119983}(p_3)^(*)*b_{k_32503,%gam_88680}(p_1)_u*b_{l_32503,%gam_88679}(p_2)_v^(*) + m_b*gamma_{%\tau_119981,%gam_88683,%gam_88757}*gamma_{%\tau_119983,%gam_88757,%gam_88684}*A_{j_32505,+%\tau_119981}(p_4)^(*)*A_{i_32505,+%\tau_119983}(p_3)^(*)*b_{k_32503,%gam_88684}(p_1)_u*b_{l_32503,%gam_88683}(p_2)_v^(*))/(m_b^2 + -s_11 + 2*s_13 + -reg_prop) : -1/648*e^4*s_11*(64*m_b^2 + (-16)*s_12)*(m_b^2 + -s_11 + 2*s_13 + -reg_prop)^(-2) + -8/81*i*e^2*m_b*(i*e^2*m_b*(s_11 + -s_12)/(m_b^2 + -s_11 + 2*s_13 + -reg_prop) + -i*e^2*m_b*(m_b^2 + -1/4*s_12)/(m_b^2 + -s_11 + 2*s_13 + -reg_prop))/(m_b^2 + -s_11 + 2*s_13 + -reg_prop) + -4/81*i*e^2*(i*e^2*s_13*s_23/(m_b^2 + -s_11 + 2*s_13 + -reg_prop) + (-2)*i*e^2*m_b^2*(s_13 + -s_23)/(m_b^2 + -s_11 + 2*s_13 + -reg_prop) + 4*i*e^2*(m_b^2*s_13 + -1/4*s_11*s_23)/(m_b^2 + -s_11 + 2*s_13 + -reg_prop))/(m_b^2 + -s_11 + 2*s_13 + -reg_prop)
Interaction:  OffShell b_gam_80448(X)^(*)  AntiPart b_del_56902(X)  to  AntiPart A_\sigma_86885(X)  A_\lambda_88517(X) : Vertex V_0:AntiPart b(X_2), A(X_3), AntiPart  OffShell b(V_0), Vertex V_1: OffShell b(X_1), A(X_4),  OffShell b(V_1), : -1/9*i*e^2*(p_2_%\tau_120034*gamma_{%\tau_120036,%gam_88792,%gam_88793}*A_{j_32505,+%\tau_120036}(p_4)^(*)*A_{i_32505,+%\tau_120034}(p_3)^(*)*b_{k_32503,%gam_88793}(p_1)_u*b_{l_32503,%gam_88792}(p_2)_v^(*) + -1/2*p_3_%\rho_86082*gamma_{+%\rho_86082,%gam_88848,%gam_88849}*gamma_{%\tau_120034,%gam_88797,%gam_88848}*gamma_{%\tau_120036,%gam_88849,%gam_88798}*A_{j_32505,+%\tau_120036}(p_4)^(*)*A_{i_32505,+%\tau_120034}(p_3)^(*)*b_{k_32503,%gam_88798}(p_1)_u*b_{l_32503,%gam_88797}(p_2)_v^(*))/(s_23 + -1/2*reg_prop) : 1/81*e^4*s_13*s_23*(s_23 + -1/2*reg_prop)^(-2) + 2/81*i*e^2*(i*e^2*m_b^2*(m_b^2 + 1/2*s_12)/(s_23 + -1/2*reg_prop) + -1/2*i*e^2*m_b^2*(s_13 + 2*s_23)/(s_23 + -1/2*reg_prop))/(s_23 + -1/2*reg_prop)
Interaction:  OffShell b_gam_80448(X)^(*)  AntiPart b_del_56902(X)  to  AntiPart A_\sigma_86885(X)  OffShell A_\nu_85973(X) : Vertex V_0:AntiPart b(X_2), A(X_3), AntiPart  OffShell b(V_0), Vertex V_1: OffShell b(X_1),  OffShell A(X_4),  OffShell b(V_1), : -1/9*i*e^2*(p_2_%\tau_120441*gamma_{%\tau_120443,%gam_89762,%gam_89763}*A_{j_32535,+%\tau_120443}(p_4)^(*)*A_{i_32535,+%\tau_120441}(p_3)^(*)*b_{k_32533,%gam_89763}(p_1)_u*b_{l_32533,%gam_89762}(p_2)_v^(*) + -1/2*p_3_%\nu_85957*gamma_{+%\nu_85957,%gam_89818,%gam_89819}*gamma_{%\tau_120441,%gam_89767,%gam_89818}*gamma_{%\tau_120443,%gam_89819,%gam_89768}*A_{j_32535,+%\tau_120443}(p_4)^(*)*A_{i_32535,+%\tau_120441}(p_3)^(*)*b_{k_32533,%gam_89768}(p_1)_u*b_{l_32533,%gam_89767}(p_2)_v^(*))/(s_23 + -1/2*reg_prop) : 1/81*e^4*s_13*s_23*(s_23 + -1/2*reg_prop)^(-2) + 2/81*i*e^2*(i*e^2*m_b^2*(m_b^2 + 1/2*s_12)/(s_23 + -1/2*reg_prop) + -1/2*i*e^2*m_b^2*(s_13 + 2*s_23)/(s_23 + -1/2*reg_prop))/(s_23 + -1/2*reg_prop)
Interaction:  OffShell b_gam_80448(X)^(*)  AntiPart b_del_56902(X)  to  AntiPart A_\sigma_86885(X)  OffShell A_\nu_85973(X) : Vertex V_0:AntiPart b(X_2),  OffShell A(X_4), AntiPart  OffShell b(V_0), Vertex V_1: OffShell b(X_1), A(X_3),  OffShell b(V_1), : 1/9*i*e^2*(p_1_%\mu_86850*gamma_{+%\mu_86850,%gam_89931,%gam_89932}*gamma_{%\tau_120492,%gam_89853,%gam_89931}*gamma_{%\tau_120494,%gam_89932,%gam_89854}*A_{j_32535,+%\tau_120492}(p_4)^(*)*A_{i_32535,+%\tau_120494}(p_3)^(*)*b_{k_32533,%gam_89854}(p_1)_u*b_{l_32533,%gam_89853}(p_2)_v^(*) + -p_3_%\mu_86850*gamma_{+%\mu_86850,%gam_89933,%gam_89934}*gamma_{%\tau_120492,%gam_89857,%gam_89933}*gamma_{%\tau_120494,%gam_89934,%gam_89858}*A_{j_32535,+%\tau_120492}(p_4)^(*)*A_{i_32535,+%\tau_120494}(p_3)^(*)*b_{k_32533,%gam_89858}(p_1)_u*b_{l_32533,%gam_89857}(p_2)_v^(*) + m_b*gamma_{%\tau_120492,%gam_89861,%gam_89935}*gamma_{%\tau_120494,%gam_89935,%gam_89862}*A_{j_32535,+%\tau_120492}(p_4)^(*)*A_{i_32535,+%\tau_120494}(p_3)^(*)*b_{k_32533,%gam_89862}(p_1)_u*b_{l_32533,%gam_89861}(p_2)_v^(*))/(m_b^2 + -s_11 + 2*s_13 + -reg_prop) : -1/648*e^4*s_11*(64*m_b^2 + (-16)*s_12)*(m_b^2 + -s_11 + 2*s_13 + -reg_prop)^(-2) + -8/81*i*e^2*m_b*(i*e^2*m_b*(s_11 + -s_12)/(m_b^2 + -s_11 + 2*s_13 + -reg_prop) + -i*e^2*m_b*(m_b^2 + -1/4*s_12)/(m_b^2 + -s_11 + 2*s_13 + -reg_prop))/(m_b^2 + -s_11 + 2*s_13 + -reg_prop) + -4/81*i*e^2*(i*e^2*s_13*s_23/(m_b^2 + -s_11 + 2*s_13 + -reg_prop) + (-2)*i*e^2*m_b^2*(s_13 + -s_23)/(m_b^2 + -s_11 + 2*s_13 + -reg_prop) + 4*i*e^2*(m_b^2*s_13 + -1/4*s_11*s_23)/(m_b^2 + -s_11 + 2*s_13 + -reg_prop))/(m_b^2 + -s_11 + 2*s_13 + -reg_prop)
Interaction:  OffShell b_gam_80448(X)^(*)  AntiPart b_del_56902(X)  to  AntiPart A_\sigma_86885(X)  AntiPart A_\rho_86267(X) : Vertex V_0:AntiPart b(X_2), A(X_3), AntiPart  OffShell b(V_0), Vertex V_1: OffShell b(X_1), A(X_4),  OffShell b(V_1), : -1/9*i*e^2*(p_2_%\tau_120903*gamma_{%\tau_120905,%gam_90818,%gam_90819}*A_{i_32565,+%\tau_120903}(p_3)^(*)*A_{j_32565,+%\tau_120905}(p_4)^(*)*b_{k_32563,%gam_90819}(p_1)_u*b_{l_32563,%gam_90818}(p_2)_v^(*) + -1/2*p_3_%\rho_86252*gamma_{+%\rho_86252,%gam_90874,%gam_90875}*gamma_{%\tau_120903,%gam_90823,%gam_90874}*gamma_{%\tau_120905,%gam_90875,%gam_90824}*A_{i_32565,+%\tau_120903}(p_3)^(*)*A_{j_32565,+%\tau_120905}(p_4)^(*)*b_{k_32563,%gam_90824}(p_1)_u*b_{l_32563,%gam_90823}(p_2)_v^(*))/(s_23 + -1/2*reg_prop) : 1/81*e^4*s_13*s_23*(s_23 + -1/2*reg_prop)^(-2) + 2/81*i*e^2*(i*e^2*m_b^2*(m_b^2 + 1/2*s_12)/(s_23 + -1/2*reg_prop) + -1/2*i*e^2*m_b^2*(s_13 + 2*s_23)/(s_23 + -1/2*reg_prop))/(s_23 + -1/2*reg_prop)
